ItemID,Sentiment,SentimentText
415,0,  (Jonah:whats a tweet!?) SHARON!!!!!!!!!!!!
416,0,  alice is beating be at my scooby doo board game!
417,1,  am quite tired can't wait till wwe at burswood &lt;3
418,0,  anyone have any advice on how to cope with a break up?
419,0,"  arrrrrrrgggggggghhhhhhhh!!!!!!!!!!  that's it, all lines of communications are temporarily suspended! "
420,1,#NAME?
421,1,  Being NASTY in the studio with my woman!!!  Go SLEEPIES!!!
422,0,  but i understand.
423,0,  cars being inspected today gonna cost me over 600 dollars 
424,0,  e is OUT!
425,0,  everythings wrong.
426,0,  Exercise 2 build muscle mass is only thing that speeds metabolism: http://tinyurl.com/bvagbj
427,1,  feeling ok for the first time in a few days. thank you!
428,1,"  found a new way to text him, yey!"
429,0,  friends dying is just horrible.
430,1,  going for a paddle 2moz 
431,1,  Good Nite.  I hope Grandma visits my dreams again tonight.  Last Night was uplifting...  I miss her.
432,1,  Goodbassplayer... that is funny.... ;)  OilIPO.... I hope the people that will bring us good things are started early this week... 
433,0,  He was the best there.
434,0,  Hungover........ and craving chocolate! OMG how funny was the pub last night!! LOL
435,0,  I dont want my sister to leave me for the whole summer!
436,0,  i hope everyone is at church so i can just go to my concert in peace on wed.  dont have to worry about rushing back to church to visit
437,0, - i just spilt the last of my jordans cereal on the floor i�??m distraught http://tumblr.com/xxw2329lh
438,0,  I miss my family and friends.
439,0,  I see I missed the nectar sucking dirty talk ;)
440,0,  I want a freaking puppy now! A cute little black yorkshire terrier.
441,0, - I want irissa back http://tumblr.com/xpn1wrj48
442,0,  I'm glad diversity got through...but what about stavros!  
443,1,  I'm here to tell ya ... very yummy.  Decided to go on a hunt for blender drinks ... know any good ones?
444,0,  I'm out of Nutella  
445,0,  is it rlly tht serious? I'm abt to go thru my fonebook...
446,1,  is listenin to my new fav band more amor
447,0,  it is on environmental studies and driving me mental
448,0,  I've always seen bits &amp; pieces of Shottas. now I've seen the whole movie...it ends sooooo sad   I'm gonna cry.  
449,1,  Just another day in paradise. ;)
450,0,  Just found a bone in my chicken nugget    Not cool
451,0," - Like I said, my back still fucking hurts and I�??m going to complain about it like no one�??s business.... http://tumblr.com/x6n25amd5"
452,1,  love you! &lt;333
453,0,  my aunties dog is getting put down  hes my dogs brother aswell 
454,0," - my head feels like its going to explode - mmm, what a horrendous image... the mess!"
455,0,  my head is killing meee
456,0," - My name is Amy. I??�m only three My eyes are swollen I cannot see, I must be stupid, I must be bad What... http://tumblr.com/xfj1uain0"
457,0," - my picture with Kris Karmada is gone forever, its not in my comments, on my mysapce or on my... http://tumblr.com/xzg1wy4jj"
458,0, ??Confirmed: Missing Air France Flight 447 has Crashed in the Atlantic??: http://bit.ly/BxdVL
459,0, about 1/4 of my myspace comments are gone. cause someone hacked onto wills account. and kept abusing others so he had to delete it.
460,0, about school....... it will all be over soon can't wait to celebrate            STRES till then
461,1,- about to pop in a movie &amp; chill a bit... get it innnnn.! call n text 
462,1,#NAME?
463,0, abt missing Air France plane. Follow here for best air news source:  http://tinyurl.com/m2p6yk
464,0, AFI are not at reading til sunday this sucks !!!!!!!!!
465,0," after a crap night was looking forward to being cheered up, but no. Never mind."
466,0, ah the postman didn't have my package. What am I goon to do for the rest of the day.....
467,1, ahh school on monday!!!! not ready
468,1," ahhh. Drizzy. Mr. Rogers, you are indeed the best."
469,0," Airport Express doesn't rock enough to allow wireless scanning with the Canon pixma MX310, but otherwise it's wireless goodness."
470,0," Alistair's friends are all in the kitchen and I'm in my pjs...I JUST WANT A CUP OF TEA, DAMMIT!"
471,0, all day.. no play.
472,0, all dressed up and no bicyclist for Monday nite ride n Henderson KY http://bit.ly/10H4ne
473,0, all I want is my ma in my arms  that's all I want is you in my arms
474,0, all my friends are gone haley n katie @ camp Paris @ moms Landin n Ayonna @ aunts n moms im so bored
475,0, all nighter. yeeeeeeeeeeeessshhhh what a nightmare up coming 2 weeks. cannot wait to graduate!
476,1, All the small things...
477,0," All those Non-Robsten posts are making me sad. I mean, I knew that, but to see it from others in words. So sad."
478,0, allison didnt win. She should have.
479,0, almost time to leave.
480,0, already getting sleepy...I really want to get my psych quizzes done tonight...
481,1,- always a nice thing to wake up to. yay. :p (gosh I'm such a typical lame overanalyzing teenager) lmao  / had a nice nap.
482,1, am excited
483,1, Am feelin very happy!? 
484,1, Am I feeding the Pig'?
485,0," am i losing my mind cause i wanna see my.TC on TV right now, this min? FU2 i want 2see CandyGirls!! not Daisy -dammit!! @iluvTerricka"
486,0, am sad to say i didn't get my results today somehow the school forgot to mail my results to me?? Typical. Ugh
487,1,-- An alarm clock is a device for waking up people who do not have small children. --- 
488,0, And how can you mend a broken heart?   �?? http://blip.fm/~8k7kl
489,0, and I think that's why I felt really sick and depressed in school today cuz of all the stress.. I'm glad I got that off my chest :/
490,0, and i was just starting to get confident in myself! you have torn me down!
491,1, anoron.reedcourty.operaunite.com/webserver/content/ home.sch alternat??va 
492,0, another 45 mins....
493,0, another early day
494,0, another father's day weekend I don't get to spend with my dad..
495,1, Another Friday night of Rock Band
496,0, anticipating a tough day ahead
497,0, anyone know if Ghostbusters is region free on 360?? and where to get a US copy in Britain if it is
498,1,  : D a million making a difference. I can't help but to believe. I came in believing &amp; I will leave believing GOD IS!
499,0, - ?oVe&lt;33
1000,1, fucking rur mom
1001,1,"- Fwd: Good Morn,happy birthday !  regardless of what ppl said yesterday,they don't realize what happend behind the scene.One of the  ..."
1002,0, gah. so much less ok than i was trying to tell myself i was.
1003,0, GCSE's clearly suck.
1004,0,- Geez Chelsea already scored against Everton   1-0
1005,0, gerald lost a friend............idk what to say........this is like day 2 of crazy events.......
1006,0, getting &quot;goodbye&quot; e-mails from #Iran #iranelection
1007,1,-- getting a Mani + Pedi with the husband! 
1008,1, getting a webcam today.
1009,0,"- Getting ready to leave for Spring City, TN - @EzraJane I'm going to miss your show tonight... "
1010,1,- getting ready to watch the Sprint Cup boys try to tame the concrete Monster Mile! hopefully tires won't be too much of an issue! 
1011,0, girls girls. don't fight! you both can have me! there's enough to go around!
1012,0, gnight my phone sucks Bleh
1013,1,-- g'night tweeties! &lt;3 talk to you all in the AM  - @damesmash haha you have work in the AM
1014,0, go away migraine!!! you are not welcome!!!
1015,0, go away rain.
1016,1, go follow my personal twitter! @nikkidallasen
1017,1, Go Wings! FTW!
1018,1,- God i'm up early. Hayley still asleep but today is party day so i'm getting stuff ready.  x
1019,1, going home to see my baby   [dont be ashamed of your faith]
1020,1, going out for dinner with the family 
1021,0, going to bed
1022,1, going to bed.
1023,1,#NAME?
1024,0, going to get pi���a colada mix to wallow in my sorrows
1025,0," going to have such a bad day, I love my x3 I can't believe I backed into someone "
1026,0, going to lay down. Fuck tonight
1027,1, Going to London Expo this weekend  Can't wait !
1028,0, going to master classes without my car... I miss you my VW!!!
1029,1,"- goingg to sleep  school , then out for pizzaa!"
1030,0, gonna miss jesse mccartney's live stream from kiss concert cuz i have to babysit. figures they dont have internet klfjhadsklfhk fml
1031,1," Gonna WoW for a bit. Later, Twitter &lt;3"
1032,0, good luck!!
1033,1, good morning lovely! 
1034,1, good morning/afternoon. Things will be great today.
1035,1, @only1fe FF @TommyBlack @djksly @Wordsmithmusic&lt;--FF them!Tommy- CHi ALLday K-sly..FLY!!JUNCITY! MANHATTAN!ATL OWWW! ; ) wordsmith fiyah!
1036,1, @pageoneresults Online reality blogging &amp; tweets... My Life On the Social Media D-List
1037,1,"- @paul_a_smith - ooh, but Clean Sheet Day is awesome!! Woo!  hope you're feeling better now?"
1038,0,"- @PJ - @alexjreid's family friend who died is also my old art teacher  very sad, he was a madcap teacher we all liked"
1039,1, @rabbitroodle  I think I've won the battle over the impending *crud*. Enjoy your drive this AM
1040,1,- @rainboweffect Crickey can't think that far ahead - think getting to 2009 followers is pretty ambitious 
1041,1," @reidstott Coffee keeps me running. In fact, without coffee, I wouldn't get any exercise at all http://tr.im/mNkZ"
1042,1, @remysoon
1043,0, @saharabloom got off lazy bum and did Chalean burn intervals. I turned a fascinating shade of puce. Wondered where all the oxygen went .
1044,1,- @samshafer I bookmarked it and will check it out after I get some sleep. Thanks Sam! 
1045,0, @shanedawson i'm sad now i leave for 2 hours and u didn't even miss me  anywho um i still luv u and whats with getting a frozen turkey?
1046,1, @ShannonHerod &quot;It is always your next move.&quot; Napoleon Hil http://tr.im/mR0u
1047,1, @sonjatweet ur hot
1048,1," @ssandall That's it! Removing bots is like weeding a garden. Not fun, but must be done... eventually!"
1049,1, @TheNotoriousJEN
1050,1, @tjwriter Hubby has Briso on DVD.  I haven't seen it all yet but I enjoy it. I saw Army of Darkness and Evil Dead because of Hubs too.
1051,1,"- @ToothFairyHeavn What a considerate Tooth Fairy you are, checking to make sure you didn't miss anyone. "
1052,1,' @vangeest We are perfectly on schedule' - Nobody is waisting time today  (Don't mention the Sun again;) Dedicated audience
1053,1," @yhf My twenties: Look, a bed! WONDER WHAT WE CAN DO. My thirties: Look, a be--ZZZZZZZZZZZzz http://tr.im/n88N"
1054,0," @YMPtweet @Spiral_galaxy but so badly no one does , i know that there is much more but that's what i got so far"
1055,1," @Zaius13 If it weren't for unspeakable things, I don't know what I'd do. http://tr.im/mX1N"
1056,1, _BellaCullen18_  i've been ok just got through crying with leah * frowns at the thought* we were talking about our dead fathers
1057,1, ~ cooking!!!
1058,1, ~ ncis!!!
1059,1,- 1 follower WOW! 
1060,1, 100 followers!  YAY!
1061,1, 11:11 makee a wishhh ;)&lt;3 GOODNIGHT
1062,1, 11:11. I know what I'm wishing for!
1063,1,- 155 days until the JB'concert in Milan!!!!I'm guarding my tickets 
1064,0," 2 days of this month left, and I only have 400MB left on my onpeak downloads."
1065,0, 2 more weeks of classes and 1 week of exam blockk then HOLIDAYS!!! holland and then on to australia x
1066,0, 2 weeks!!!!
1067,1, 21 days of no twittering and i'm back. -.- i think.
1068,0, 2morrow last day of skool! i'm gonna miss everyone thats leaving and specially you mel mel! bye bye! good night twitters!! &lt;3
1069,1, 30 lbs lost since Feb. Still have a lot more to go.
1070,0," 4 more minutes of lunchtime left, bad times. But my @jonasbrothers album has arrived. Yay."
1071,1," Good Night ! Okay, I got really nothing to say."
1072,1, Good night! Arrgghhhh 5-2 B.P. Do work boys!
1073,1, good to hear from you
1074,1, good weekend
1075,0, Goodbye CWG of my life.
1076,0, goodbye hair length
1077,1,- goodnight  ! math&amp;spanish finals tomorrow. spanish should be easy. woo.
1078,1, gooooood morning my twitter friends!  Have a nice sunday
1079,1, Gossip girl tonight!!!
1080,0, got burned really bad due to constantly being too wet to reapply sunscreen
1081,1, Got Escala's new album now.  T'is very good 
1082,1, Got new photoshop magazine but I need my Dad's portable CD drive to use the CD with the pics on it D: I think I'm stuck there tomorrow
1083,0, got sunburnt today. another day in paradise! been for 2 swims in the ship's pool!
1084,0, got to work at 7:00am! ughhhh longgg day ahead of me!
1085,1, gotta love her. glad she had fun. looking forward to the beach w/ her! 
1086,0," Graveyard charged my card twice (one correct total, one random amt) from last night's #atltweet tweetup. Check your accounts!"
1087,0, great  just fucking great
1088,1,#NAME?
1089,0, Great Falls Tribune story  only talks of scouts in title. Story's theme is Be prepared when back country  traveling. http://bit.ly/8cRXR
1090,0, great my dad locked himself out of his car n its on... N we are 5 hours from home
1091,1, great nite
1092,1," Great tights, good outfit! http://lookbook.nu/look/160916"
1093,0," great, got to do a fake presentation on explaining how an operating system can be viewed as an event driven application, i dont get it :S"
1094,1, Great.  ? http://blip.fm/~7df6m
1095,0, Great...rosie was sooo close to getting her long overdue 'rosie day' but now has to wait.....til another day...sadness
1096,0,- grr you've changed. i don't like it. you haven't called me momo in a week 
1097,0," grrrrr. why can't they just go away for like 2 days! haha. this is stupid. i have to pack for mexico, bye! =]"
1098,0, gud bye laptop!! damn!!my mom will confiscate my laptop on june 23!!( soo saadd!!
1099,0, guess it's gonna be a lonely night for me.. Someone save me please!
1100,0, guess who im missing
1101,0, gutted i hope it comes soon !
1102,0, guys are pricks. gonna have an early night and cry til i fall asleep. fuck you all.
1103,0, h dont know who to go to teh movies with Sir. Lolz alot ^o^
1104,1," had a good night, love my best buds in the world!!! adamcheeeserosie"
1105,1, had a Really good night!!! Stoked for things to come!!!
1106,1, had an ok day. it went by fast.
1107,0, Had to buy a pair of wellies. Still in denial that it's gonna rain at Download.
1108,0, had to buy corney ass capri&quot;s ughhhhhhhhhhh now im hungry
1109,0, had to cancel a great day I had ahead of me today.....
1110,0, had yo come home early cos i ran out of money I WANT A FUCKING JOB AND THERE NONE OUT THERE FUCK FUCK FUCKITY FUCK FUCK
1111,1, hah! @jonloverobot that was awesome. just listened to you. pretty cool!  i love for crying out loud. 
1112,1, haha I really did and I'm about to call music unlimited tomorrow for  Simon..tryin to be like ROD ;)
1113,0, 6........tomorrow's  a new day...
1114,1, 63/100 for my MSC120 Assignment that was incomplete!!!! Relief
1115,0, a baby fell flat on his face and started bawling because of me  forgot that he is wobbley! 
1116,0," A doctor who performed late-term abortions in the US, was shot in his church http://twitzap.com/u/jiQ"
1117,0," a kid at my school got an internship at a photography studio... im going to sleep, today was very stressful and depressing.."
1118,0, About to leave Newcastle ):
1119,1, actually I might be crazy 'cause I love my job. 
1120,1," actually quite happy toady. apart from the agony all over my body, and not being able to go outside :L done some revising so all's gd "
1121,1, ah belhblehbleh the familys watching a moviee and yes imm beingg a computerr nerd :p and i wish jerkface would wake up onee daaayyyy!!!!
1122,0, ah I can't stop crying I hate seein my dog having attacks
1123,0, ah well im sure we'll be fine
1124,0, ahhh I have no more tissues and I look like a blow fish from crying.....ahhh I'm stressed the fuck out
1125,0, ahhh this sucks
1126,0, ahhhhh this is the worst thing to ever happen to me
1127,0, ahhhhhh supernatural S4E22 is finished!!!! I like to watch Season 5 now. make the season 5 already c'mon!!!
1128,0, alex gaskarth is so amazing and to shop with him would be great. but nooo we have to go to the movies to go see stupid hannie montannie!
1129,0," All I want to do is watch an awesome new (to me) show, and the internet mocks me. Oh, it mocks me hard. Suck it, internet.   "
1130,0, all my bestfriends are leaving!
1131,0, all my friends seem to be with kittens or eating ice cream. this monday is for the birds.
1132,0, all my texts were deleted by landi :/ i miss certain ones a lotttt
1133,0, all my work is completed and i'm passing everything. now all i have to stress over is exams. u.s. one tomorrow.  &lt;33 4 days.
1134,0, all that carpet cleaning for nothing... the carpets smell bad now at the old house. We have to call a carpet cleaner. 
1135,0, all the firends i make in the airport has to leave before i do...
1136,0, all the messages i saved in my voicemail box are gone! Now i have nothing to listen to..
1137,0, alllways raining in aberdeen here i come sunnnnshine
1138,1," alright back onto being bored. going to bed any time soon, have to get up early."
1139,0, am I a loner?
1140,0, Am racit...
1141,0, Am wondering why 'friends' are telling me me to shut it - when actually i have barely said anything...
1142,0, amy hit me cos i call her drink lady
1143,0, and a shocker for those who left sytycd tonight. One run cut too short.
1144,1, and hug@ladypn: &quot;Is there a waiting line to get into Club Blip? ;) &quot; ? http://blip.fm/~7d2a5
1145,1, and I dunno why but with you I'd dance in a storm in my best dress.
1146,0, AND maths exam tomorrow; just to make life even bettter....
1147,0, and our second flight is canceled.
1148,1,- Annnnnd @CarlaNix 's website has LAUNCHED :: http://carlaynix.com :: Bookmark it &amp; check back often. Itinerary 2 b added soon! 
1149,0,- another dbl shift tomorrow.. on Father's day  which means: minimal time with gpa. the illest man ever :[
1150,0," 2pm, lunchtime is over and da boss is back in town..."
1151,0, 3.2 PTR possibly this week. That makes me a sad panda. I spent 4k gold total to level my enchanting and I won't be able to farm titanium.
1152,0, 30stm playin at london tommorow &amp; only london in england
1153,0, 4's reallyy??? #PakCricket
1154,1,- 5 days to the musical  i'm gonna dance wow WOW wow it's gonna be something like High School Musical ihihih xoxo Petia
1155,0, 60 followers NOW!  .....yesterday 62 
1156,0, 68 new results in 5 minutes; replies for @DavidArchie.  He'll never get a chance to reply.
1157,0,- 8 DAYS TILL SCHOOL HOLIDAYS END 
1158,0,- a bit depressed after checking the local weather forecast - 9 out of the next 10 days are forecasted to be rainy. The tenth is cloudy. 
1159,1, a goodmorning back at cha @moovmnt
1160,0, a lot of hacks is garena server but the games there are fun
1161,1, a perfect weekend 
1162,1, a pony's clop-clopping down the hill (heard him long before i saw him). this would so not happen in Brooklyn barring a cop on horseback.
1163,0," adam ong, if ur reading this anywhere, i tried followin u back but twitter said ur page doesnt exist anymore?"
1164,1, adorei zoffitcha hj... dps ponho foto no tpic. GOODNIGHT TWITTERS =]
1165,0, after next wednesday i wont be able to snuggle with lilly when i go to bed. she's the BEST dog ever.
1166,0," After turning my fan club into a religion, it lost two members."
1167,0, again..cause india is definitely out.. ==
1168,0, Ah well I'm having enough fun playing with 3.0 which I got LEGALLY. *Shakes his head at people who got it illegaly*
1169,0,"-- ahhh! No, no, no...I do not have time to be sick this week! Go awwwaaayy! Bah! "
1170,1, aint i supposed to be happy ...
1171,0," alas, my feet hurt from the trek home (no pun intended &gt;_&gt;)"
1172,0," Alexa isn't feeling well. Daddy went and picked her up from Gram's house, and I'm heading out to take her to the doctors. Poor baby."
1173,1," all done., time to finally start shuting down"
1174,0, all good things must come to an end.. bye bye Hamptons
1175,0, All i can say is DAM IT TO HELL!!!!!!!!!!!!
1176,0, all I have to say is sorry =\ &amp;&amp; even though were still togther I feel so far apart...
1177,1," all smiles. im fairly hapy with what has happened yesterday, even though some other had to put a damper  on things *cough*"
1178,1,- all the snow is gone... that didn't take long... 
1179,0, all this time i thought my electric blanky was turned on TURNS out it wasnt FAIL
1180,1, almost done wit the painting tired as crap. Sleep time.&quot;in love with u&quot;- ziggy marley and erykah badu
1181,0, almost done with my dark roast with double espresso....need more....zooooooooom #imjustsayin
1182,0,#NAME?
1183,0, Alone and invisible 
1184,0, aloneeeeeeeee
1185,1," also made a masterful roast dinner, followed by apple crumble! .. Yum need gym this week though!"
1186,0, Alton towers with the school on Friday  although we need to leave at 5am 
1187,1, am 200 updates in Twitter #stats
1188,1, am i too immature for a 16 year old? I just really like Ninja ponies..that have only 3 legs.
1189,1, haha. Someone i don't even know made me laugh. ryan ross = win.
1190,0, hair looks dorky. Oh well.
1191,0, hand ball again by wynne.. Dc scores on penalty.. BS 3-3
1192,1, Hanging out with Steven Mohler on Sunday! ah :]
1193,0, hangover not good..
1194,1, happy birthday to me and mom! Why am i always the first one up? So here i am falling off the bed cuz someone is a bed hog  
1195,1, happy face.
1196,0, happy hour ended! Bummer in the summer. I guess I have to ride my bike back to carson.
1197,1, happy that its sunny
1198,1, happy to see him
1199,1, happy with the way thing are goingg
1200,1," Happy, knowing my friends are still my friends."
1201,1, happy. spending time with mum
1202,0, harsh shisha
1203,0, has got no phone fr cupla days so facebook me (inbox) gt no laptop only ifone wf no sim x
1204,1,- Has Just Got Up &amp;+ Is Listening To Good Charlotte 
1205,0,#NAME?
1206,1, has something very special in mind &lt;333
1207,0, hate my life..hate coming home..
1208,0, hates the fact that she has to work instead of going dress shopping with my cousin!!!
1209,0,- hates waiting and equally hates job hunting! 
1210,0, have a headache...
1211,1, Have a Nice Day!
1212,1, have a nice day... cause i will!
1213,0, Have sooo much to revbise I don't even get to go church. Boo to exams
1214,0, have to get up a 3:00am tomorrow
1215,0, have to take car to mechanic fml.  #talesfrmsurbs
1216,1, havent updated in forever
1217,0, havin a bad hair day ; an the weather is not helpin my mood at all !! ..
1218,1, havin fun my friend?
1219,0,- having a bad day ! 
1220,0," Having a terrible day, hope everyone else is doing better off than we are at the store."
1221,0, having the biggest thought right now
1222,0, having to get tooth pulled - on the bright side problem solved
1223,0,#NAME?
1224,0, he didn't answer and his voicemail box is full.  Dammit.
1225,1,"- Healthy Butcher, exclusive cheese, sexy bread, lovely beer, some super sparkly wine &amp; Apple fucking Tango are all inside my belly "
1226,1, Heard it on Pandora because that site is THAT cool http://bit.ly/C5Ja3
1227,1, hee hee. your so weird. and i did NOT shiver.
1228,0, Heroes is losing it's momentum ): come on writers pick it up!!!
1229,1," Hey Terri! The game isn't too expensive, but over time, you'll have made quite an investment..."
1230,1, hey...i'm back..if someone want to talk.. here i am.
1231,0, hiccuuppsss 
1232,0," his gone for a month in the middle of winter... first day and im lost already... 1 down, 29 to go.... hurry up"
1233,0, History Final Review..Still Not Done.
1234,0, hm.. Can I be the nut?
1235,1, hmm emotionless
1236,0, hmph...text me...
1237,1, Home finally.Making fettuccine and relaxing my sore feetsies!
1238,1, Home sweet home (: finally back XD
1239,1, homeish lol..hella fun day  .. Thanks leela thai  .. Thanks paul.. Thanks michelle mufid Cristina kittykat  .. Awkward moose ? 
1240,0, another year older
1241,1, any comment on the latest star trek movie? is it nice?
1242,1," any day now, any way now. I Shall Be Released."
1243,0, Anyone have any connections to getting SOLD OUT tix for Duran Duran at The Fillmore???!
1244,1, AP IMPACT: Alternative medicine goes mainstream http://u.mavrev.com/8kn0
1245,0,-- Apparently I have to wait til June 5  I want some of Paolo's Candy nooooooooow
1246,0, apple counting the kama sutra as objectionable/abscene? http://bit.ly/bHJG8
1247,0, apple counting the kama sutra as objectionable/obscene? http://bit.ly/bHJG8
1248,0, Apple has delayed the release of OS3! http://bit.ly/2lwpll
1249,1, Apple store... BBL ~
1250,0," are selena gomez &amp; taylor lautner going out, that just ruined my day"
1251,1, Are you going to be taking photographs tonight??? :O
1252,1, ARRRRRRGGGH!   I cant wait till next weeeeeeeeek!
1253,0," at david eddings dieing, a brilliant author and will miss his skilled penmanship"
1254,1, AT LAST!! Successful deployment complete.  Soo.....what do I do now?
1255,0, At least one dead in shooting by militia at potesters in Azadi Sq in Tehran: http://tinyurl.com/nsvx6q #IranElection
1256,0, at tegus x 2 days only 
1257,0,#NAME?
1258,0, at the clouds and the threat of rain in Savusavu!
1259,0, at work until 4
1260,1, At work.. having a postive attitude!!
1261,0, Athens landmark Georgia Theater  on fire... http://bit.ly/EOL7s
1262,0," aw , he had to get off the phone *sigh* oh well. time to go masturbate now &gt;_&gt; Or call adam..idk. Goodnight."
1263,0, aw my loopt didn't upload the pic. I wanted 2 show u guys the art.
1264,1, awesome
1265,1, awesome day! soooooooooooooo happy &lt;3
1266,1," awesome! Man, I miss you. I woke up thinking about you....it looks like you've been in my dreams!"
1267,1, Awesome. &lt;3 TEDDY! &lt;3
1268,1, aww dont make me blush!
1269,0, aww i already did
1270,0, aww I just saw a decapitated baby dear on the side of the road that made me sad.
1271,0, awww i hope u can get it.
1272,0, awww man. This suckd
1273,1, Baby strampelt fast im Takt (New Soul - Yael Naim)
1274,0, back from native...
1275,1," back here, I was busy xD Wirting Stars Loves, almos 400 pages xD and listenint AFH and TV "
1276,0, back pain again!! calls for another therapy (annoyed) http://plurk.com/p/13c7l9
1277,0, back to sch tmr
1278,0, Back to school on Monday...Well I did get an iPod Touch. @shmuxel + @randomized180 See yah tomorrow then I guess 
1279,0, bad day
1280,0, bad day already
1281,0, bad headache
1282,0, bad mood. work soon. 9 hour shift wtf. sometimes i wish i had an another job.
1283,0, bad night bad times i hate the police and alcohol. and btw katie cw scores are added on they mean very little.
1284,0," bah, I'm getting a bit sick of people whining on the internet."
1285,0, bandom has spoiled me rotten and now I'm feeling very emo. WHY SO FEW GOOD FRUITS BASKET FICS WHY.
1286,0," battery is low boooooooo in Palm Springs, CA http://loopt.us/2SljBw.t"
1287,1, hope you all are having a good day/night.............. :-D
1288,0, hoping that the 3rd time is lucky and my Formal photos can up load on facebook without a crash.
1289,0, How 2 get OCDer 2 eat more than 1-2 meals a day? We could take him off meds &amp; watch him slowly fall apart again but he'd eat like a horse
1290,0, how can someone hurt someone soo much ........aspecially to family!!!!
1291,0, how horrible  R.I.P Georgia Theater
1292,0, HOW is this possible? I demand a justification. No way can I stand a day of this at work tomorrow.
1293,0, how much longer is this going to go on?
1294,0, how much rain can we take?
1295,0, http://bit.ly/t8sGF  I hope she starts taking care of herself &lt;3
1296,0, http://img207.imageshack.us/my.php?image=wpcl10670s.jpg her songs are so perfect.
1297,0, http://tinyurl.com/llb9vf Poor boy was autistic &amp; loved water. Wish I could say he died with what he loved. But drowning's awful. 
1298,0, hurt my foot whilst doin exercise.... I got cramp and now it hurts if it has too much pressure on it...
1299,0, i actually do nat like my life at times like this  want to actually jst go and throw myself off a bridge.
1300,1, i agree @OasisStasis
1301,1, i am back
1302,1," I AM BORED, and ew. My dog just killed an insect!"
1303,0, i am crying you all a river...
1304,1, I am falling in love with Stockington - such a witty wise meow meow!! ^^
1305,1, i am musical today!
1306,0, I am not awake yet and I don't get to workout until this afternoon because I have to go to the Nashville airport.
1307,0," i am so sick of this. i have chest pains, stomach pains, sickness and im exhausted :'( y cant they make me better?"
1308,1, i am very happy today! and i don't why?      
1309,0, I ate too much. Now I can't sleep because I feel sick...and there are a lot of sirens.
1310,1, i beat you video on youtube
1311,0,"- I can almost hear my wallet saying &quot;I'm here, I'm here!&quot;... but I can't find her!  "
1312,0, I can already tell that it's going to be one of *those* days...
1313,0, I can find my eye shadow pursh!! :'(
1314,0, I can't deal with this again...
1315,0,- I can't find my name badge 
1316,0, i cant get kristen srewart to add me lol she prob  thinks im a stalker lol
1317,0, I can't get my new picture to show up
1318,0, i can't go. too much to do.
1319,0, I can't hear a damn word that TBS is singing 
1320,0, I cant make it today
1321,0, I Cant Stand Ma Brother He Got The New Jordans I Want... *tear*
1322,0, I can't wait til my lil man is here...11 more weeks!
1323,1, i can't wait to go home and watch danny phantom! While talking to stephen 
1324,1, I can't wait to go to Las Vegas! 20 more days! OMG!
1325,1, I Cant wait to watch britians got talent !!!!!! I dont like holly :O
1326,0,#NAME?
1327,0," I did not get to see Beth, Rachel or Ginny today.... I'll see them tomorrow."
1328,0, i didnt get head boy. Oh well...x
1329,0," i didn't get to cook, instead had dogs... it was ok, i guess. kinda tired but not sleepy :-s btw i so &lt;3 my new book lol"
1330,0, I dislike myself right now. Maybe A Letter To You will help a bit. Gonna lay down : /
1331,0, AM meetings suck!!
1332,0, am so upset but i wont tell you!
1333,0, am suddenly v. v. sad and tired. :\ also - can anyone think of great hero anthems? counterpart to heroine's: http://snurl.com/kixxt
1334,1, amazing people ---&gt;  @geogurl @christophermc @feiticeira @bittersweetm #followfriday
1335,1, An online number lets family and friends call you at local rates wherever you are in the world. Loving Skype http://is.gd/tsgM
1336,0, And I have to get going #MCRchat
1337,0, And so it begins again... I'll be at Subway if you need me. Sigh sigh sigh.
1338,0,- Animal Crossing crashed on me after 50 minutes of work.  At least I still have my silver shovel.
1339,0, another day of running!! ......Today is fresh to death Friday (everyday is fresh to death Friday 4 me) Ha Ha lol!!!!
1340,0, Another eye infection. My left eye is contaminated I swear. I get eye infections every month haha.
1341,0, another one... and ill expect more to come... way to go dy... aarrrrggghhhhh!
1342,0, another Saturday without MO. Glad Rachel is coming over!
1343,0, ants are evil!
1344,1,"- Anyone else on Dropshots? My id is katjrobertson  It's password protected tho, so u'll have 2 ask me. http://dropshots.com/katjrobertson"
1345,0, apparently going to rain. Please Don't rain. stay sunny. please  x
1346,0, APPARENTLY YOU ONLY NEED LIKE 10 LINES ON THE LAST QUESTION! I DID A WHOLE PAGE! UGGGGGGGHHHH
1347,0, arghhhhhhhhhhhhhhh
1348,1, Arizona Real Estate Specialist - View ALL HOMES for sale in arizona on my website FREE http://www.nicholasmcconnell.com Coldwell Banker
1349,0, as my old comp duied on me 2 weeks ago ... but not to fear i will find a way to post up music no matter what
1350,1,- At a cabaret with my family; I love them!! .. In my comfort zone 
1351,0, at Atl's trance scene.
1352,1,- at home eating mcdonalds cinnamelts &amp;&amp; a oreo frosty. 
1353,0, at Katy Perry delaying her Birmingham gig for nearly 3 months.
1354,0, At least today is ok.
1355,1,#NAME?
1356,0, at the doctors. -Ian
1357,0," at the hosp, waiting on my taxi. Been waitin over 30 mins now. Can't believe i'm crying :/"
1358,1, at the manila right now.
1359,0, at when Pac got shot in vegas
1360,0, at work
1361,0, at work... *tears*
